Host Name,OS,LOCATION,REGION,Environment,APPLICATION,MODEL
JPPTYOCTAP460,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAP490,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAP501,W2008 R2,JP - Makuhari DC,API,Production,,BL680c G7
JPPTYOCTAP502,W2008 R2,JP - Makuhari DC,API,Production,,BL680c G7
JPPTYOCTAP510,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTAP520,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTAP530,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTAP540,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTAP580,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTAP590,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAP610,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAP620,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAP630,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAP640,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAP660,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYOCTAP670,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTAP680,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTAP690,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTAP700,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTAP711,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTAP712,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTAP720,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAP730,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAP740,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAP750,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAP760,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAP790,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAP800,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAP810,W2008 R2,JP - Makuhari DC,API,Pre-Production,,BL460c G7 
JPPTYOCTAP820,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTAP830,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTAP840,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTAP860,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAP890,W2008 R2,JP - Makuhari DC,API,Development,,VIRTUAL
JPPTYOCTAP900,W2008 R2,JP - Makuhari DC,API,Development,,VIRTUAL
JPPTYOCTAP910,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAP940,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAP950,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTAP960,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAP971,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAP972,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAP981,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAP982,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAP983,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAP990,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAPA10,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAPA20,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G8
JPPTYOCTAPA30,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G8
JPPTYOCTAPA40,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G8
JPPTYOCTAPA50,W2008 R2,JP - Makuhari DC,API,Production,,DL380p G8
JPPTYOCTAPA60,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAPA70,W2008 R2,JP - Makuhari DC,API,Production,,DL380p G8
JPPTYOCTAPA80,W2008 R2,JP - Makuhari DC,API,Production,,DL380p G8
JPPTYOCTAPA90,W2008 R2,JP - Makuhari DC,API,Production,,DL360e G8
JPPTYOCTAPAA0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAPAB0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAPAC0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAPAD0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAPAF0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAPAG0,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTAPAH0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAPAI0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAPAJ0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAPAK0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAPAL0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAPAN0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAPAO0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAPAP0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAPAQ0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAPAR0,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAPAS0,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAPAT0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTAPAU0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTBK061,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTBK062,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTBK070,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTBK080,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTBK090,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTBK100,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTBK110,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTBK120,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTBK130,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTBK140,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTBK150,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTBK160,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTBK170,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTBK180,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTBK190,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTBK250,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTBK260,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTBK280,W2012,IBM Makuhari DC,API,Production,,BL460c G8
JPPTYOCTBK290,W2012,IBM Makuhari DC,API,Production,,BL460c G8
JPPTYOCTBK300,W2012,IBM Makuhari DC,API,Production,,BL460c G8
JPPTYOCTBK310,W2012,IBM Makuhari DC,API,Production,,BL460c G6
JPPTYOCTBK320,W2012,IBM Makuhari DC,API,Production,,BL460c G6
JPPTYOCTBK330,W2012,IBM Makuhari DC,API,Production,,BL460c G6
JPPTYOCTDB020,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTDB040,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTDB050,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTDB080,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTDB090,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTDB110,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTDB120,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTDB160,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTDB170,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTDB200,W2008 R2,JP - Makuhari DC,API,Pre-Production,,BL460c G6
JPPTYOCTDB210,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTDB220,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTDB231,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTDB232,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTDB240,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTDB250,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYOCTDB260,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYOCTDB270,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB280,W2008 R2,JP - Makuhari DC,API,Production,,DL360 G7
JPPTYOCTDB290,W2008 R2,JP - Makuhari DC,API,Production,,DL360 G7
JPPTYOCTDB300,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB310,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYOCTDB320,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTDB330,W2008,JP - Nanko DC,API,Pre-Production,,VIRTUAL
JPPTYOCTDB340,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB350,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYOCTDB360,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB370,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB380,W2008 R2,JP - Makuhari DC,API,Production,,DL785 G6
JPPTYOCTDB390,W2008 R2,JP - Makuhari DC,API,Production,,DL785 G6
JPPTYOCTDB400,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB410,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYOCTDB420,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYOCTDB430,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB441,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTDB442,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTDB450,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB460,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYOCTDB471,W2008 R2,JP - Makuhari DC,API,Production,,DL580 G7
JPPTYOCTDB472,W2008 R2,JP - Makuhari DC,API,Production,,DL580 G7
JPPTYOCTDB481,W2008 R2,JP - Makuhari DC,API,Production,,BL620c G7
JPPTYOCTDB482,W2008 R2,JP - Makuhari DC,API,Production,,BL620c G7
JPPTYOCTDB491,W2008 R2,JP - Makuhari DC,API,Production,,BL680c G7
JPPTYOCTDB492,W2008 R2,JP - Makuhari DC,API,Production,,BL680c G7
JPPTYOCTDB510,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB530,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB550,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB560,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB570,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB580,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB590,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB600,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB611,W2008 R2,JP - Makuhari DC,API,Pre-Production,,BL460c G7 
JPPTYOCTDB612,W2008 R2,JP - Makuhari DC,API,Pre-Production,,BL460c G7 
JPPTYOCTDB621,W2008 R2,JP - Makuhari DC,API,Production,,BL680c G7
JPPTYOCTDB622,W2008 R2,JP - Makuhari DC,API,Production,,BL680c G7
JPPTYOCTDB630,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTDB641,W2008 R2,JP - Makuhari DC,API,Pre-Production,,BL460c G7 
JPPTYOCTDB642,W2008 R2,JP - Makuhari DC,API,Pre-Production,,BL460c G7 
JPPTYOCTDB651,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTDB652,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTDB660,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTDB670,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB680,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB690,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB700,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB710,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB720,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB730,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYOCTDB740,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB760,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB770,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB790,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB800,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTDB810,W2008,JP - Makuhari DC,API,Development,,DL360p G8
JPPTYOCTDB821,W2008,JP - Makuhari DC,API,Production,,DL380p G8
JPPTYOCTDB822,W2008,JP - Makuhari DC,API,Production,,DL380p G8
JPPTYOCTDB830,W2008 R2,JP - Makuhari DC,API,Production,,DL380p G8
JPPTYOCTDB841,W2008 R2,JP - Makuhari DC,API,Production,,DL980 G7
JPPTYOCTDB842,W2008 R2,JP - Makuhari DC,API,Production,,DL980 G7
JPPTYOCTDB851,W2008 R2,JP - Makuhari DC,API,Production,,DL580 G7
JPPTYOCTDB852,W2008 R2,JP - Makuhari DC,API,Production,,DL580 G7
JPPTYOCTDB860,W2008 R2,JP - Makuhari DC,API,Pre-Production,,DL980 G7
JPPTYOCTDB870,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB880,W2012,IBM Makuhari DC,API,Production,,BL460c G8
JPPTYOCTDB891,W2008 R2,JP - Makuhari DC,API,Production,,DL360p G8
JPPTYOCTDB892,W2008 R2,JP - Makuhari DC,API,Production,,DL360p G8
JPPTYOCTDB900,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYOCTDB910,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYOCTDB920,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB930,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB940,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB950,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB960,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB970,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB980,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDB990,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTDBA10,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTDBA20,W2008,JP - Makuhari DC,API,Production,,DL380p G8
JPPTYOCTDBA30,W2008,JP - Makuhari DC,API,Production,,DL380p G8
JPPTYOCTDBA40,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDBA60,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDBA80,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDBA90,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDBAA1,W2008 R2,JP - Makuhari DC,API,Production,,DL380p G8
JPPTYOCTDBAA2,W2008 R2,JP - Makuhari DC,API,Production,,DL380p G8
JPPTYOCTDBAB0,W2008 R2,JP - Makuhari DC,API,Pre-Production,,DL380p G8
JPPTYOCTDBAC0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDBAD0,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYOCTDBAE0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDBAF0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDBAG0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDBAH0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDBAI0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDBAJ0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDBAK0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDBAL0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDBAM0,W2008 R2,JP - Makuhari DC,API,Pre-Production,,VIRTUAL
JPPTYOCTDBAN0,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDBAO0,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTDBAP0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDBAQ0,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDC010,W2008,JP - Makuhari DC,API,Production,,BL460c G8
JPPTYOCTDC020,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTDC030,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTDC040,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTDC050,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTDH010,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDH020,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDH030,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDH040,W2012,IBM Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDT040,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G8
JPPTYOCTDT050,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G8
JPPTYOCTDT060,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDT070,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTDT080,W2008 R2,JP - Tokyo,API,Production,,VIRTUAL
JPPTYOCTDT090,W2008 R2,JP - Tokyo,API,Production,,VIRTUAL
JPPTYOCTEX011,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTEX012,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTEX013,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTEX021,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTEX022,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTEX023,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTEX031,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTEX032,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTEX033,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTEX034,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTEX035,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTEX040,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTEX051,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTEX061,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTEX071,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTEX091,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G8
JPPTYOCTEX092,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G8
JPPTYOCTEX093,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G8
JPPTYOCTFS021,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTFS022,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTFS030,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTFS040,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTFS060,W2008 R2,JP - Makuhari DC,API,Production,,BL620c G7
JPPTYOCTFS071,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTFS072,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTFS081,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTFS082,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTFS100,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTFS110,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTFS120,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTFS130,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTFS140,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G7 
JPPTYOCTFS150,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTFS160,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTFS170,W2008 R2,JP - Makuhari DC,API,Production,,BL620c G7
JPPTYOCTFS180,W2008 R2,JP - Makuhari DC,API,Production,,BL620c G7
JPPTYOCTFS190,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTFS210,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTFS230,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTFS240,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTMN020,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTMN030,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTMN050,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTMN060,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTMN070,W2008,JP - Makuhari DC,API,Production,,DL360 G6
JPPTYOCTMN171,W2008 R2,JP - Makuhari DC,API,Production,,DL380p G8
JPPTYOCTMN172,W2008 R2,JP - Makuhari DC,API,Production,,DL380p G8
JPPTYOCTMN190,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTMN200,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTMN210,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTMN250,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTMN270,W2008 R2,JP - Makuhari DC,API,Production,,DL380 G7
JPPTYOCTMN280,W2008 R2,JP - Makuhari DC,API,Production,,DL360 G7
JPPTYOCTMN290,W2008 R2,JP - Makuhari DC,API,Production,,BL460c G8
JPPTYOCTMN300,W2008 R2,JP - Makuhari DC,API,Production,,DL380p G8
JPPTYOCTMN310,W2008 R2,JP - Makuhari DC,API,Production,,DL380p G8
JPPTYOCTMN320,W2008 R2,JP - Makuhari DC,API,Production,,DL380p G8
JPPTYOCTMN330,W2008 R2,JP - Makuhari DC,API,Production,,DL320e G8
JPPTYOCTMN340,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTMN350,W2012,IBM Makuhari DC,API,Production,,BL460c G8
JPPTYOCTMN360,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTMN380,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTMN400,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTMN410,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTMN420,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTMN430,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTMN440,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTMN480,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTMN490,W2008 R2,JP - Makuhari DC,API,Production,,DL360 G7
JPPTYOCTMN500,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTMN510,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTRA010,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTRA020,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTSN010,W2008,JP - Makuhari DC,API,Production,,DL360 G6
JPPTYOCTSN020,W2008,JP - Makuhari DC,API,Production,,DL360 G6
JPPTYOCTTM010,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTTM030,W2008,JP - Nanko DC,API,Production,,VIRTUAL
JPPTYOCTTM051,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTTM052,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTTM061,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTTM062,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTTM101,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTTM102,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTTM103,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTTM110,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
JPPTYOCTTM120,W2008 R2,JP - Makuhari DC,API,Production,,VIRTUAL
